username,Label,text,date,bot
elpanjullo,Positif,menkominfo johny plate ptm batas cepat pelaksanan pj panjang risiko negatif anak alas ptm sat,9/6/2021,0
ieonginie,Negatif,gw ptm males ketemu guru gw ptm lu ptm,9/6/2021,0
pjslovepage,Negatif,ples ptm copyright copyright,9/6/2021,0
shbrnau,Negatif,cape habis ptm,9/6/2021,0
175mk,Positif,ptm lumayan asik,9/6/2021,0
lofxuxi,Negatif,woi ptm anhdgdhdkdksjs,9/6/2021,0
sunxybearl,Positif,doi ptm semangat nge ptm,9/6/2021,0
writoday,Positif,semangat bestie ptm,9/6/2021,0
mamahesi,Netral,guru nyaman ajar daring orangtua siswa nyaman siswa sd smp usia damping tatap muka,9/6/2021,0
xiaobdg,Positif,neng tangal ajar tatap muka takut dimintain catat sfh make ajar make buku,9/6/2021,0
sycamorexe,Positif,sy ngebet ptm,9/6/2021,0
siKiyowooooooo,Negatif,males ptm,9/6/2021,0
__kkj0,Negatif,ptm stres,9/6/2021,0
__kkj0,Negatif,takut ptm,9/6/2021,0
emiliana_swjuni,Positif,ptm denpasar fix oktober,9/6/2021,0
mediaindonesia,Negatif,kemendikbudristek lapor,9/6/2021,0
infoka_id,Negatif,guru sd positif covid,9/6/2021,0
ayassamajrahar,Positif,kek tu besuk ptm sepeda xixixi,9/5/2021,0
pvntaa,Positif,ptm ptm ptm ptm ptm ptm ptm ptm ptm ptm ptm ptm ptm,9/5/2021,0
amandamuthia,Positif,saudara sekolah sd ful ptm temen kantor cerita saudara covid jual rumah tracing main,9/5/2021,0
hyunjinearly,Negatif,ptm ngehunter,9/5/2021,0
MIRATIPRIMASARI,Positif,senang smpn batam pulau riau terap ptm batas sekolah kota batam izin dinas didik kota batam ptm prokes,9/5/2021,0
KoranMercusuar,Positif,kemenag rekomendasi madrasah ptm,9/5/2021,0
fania_surya,Positif,ptm batas jalan piham sekolah ortu murid perhati prokes prokes ptm batas insya sukses,9/5/2021,0
TatiSuherman,Positif,deteksi level tuju tular masif tutup sekolah sangkut sekolah protokol sehat boleh lanjut ptm batas prokes kendor,9/5/2021,0
RiskaNgilan,Positif,lapor database kemendikbudristek data akumulasi ajar pandemi covid data data sat pelaksanan ptm prokes,9/5/2021,0
SRopeeah,Positif,yuks vaksin ptm,9/5/2021,0
akunovitania,Positif,tua neng liat anak excited dateng sekolah ajar bareng ketemu guru pulang ptm wajah sumringah insya alah aman prokes,9/5/2021,0
jawapos,Negatif,satgas ptm tutup temu positif covid,9/5/2021,0
cendananews,Positif,ketua pgri jateng buru buru henti ptm,9/5/2021,0
dianmatsu,Positif,ajar tatap muka ptm sekolah semangat,9/5/2021,0
asriperdhana,Positif,senenge bocah bocah wis ajar tatap muka,9/5/2021,0
yudikattoo,Positif,mahasiswa jalan prokes ketat ketat ikut anjur perintah vaksin dosis dosis ajar tatap muka mahasiswa pembicaran suara lawan,9/5/2021,0
Lembayu36776550,Positif,vaksinasi disiplin prokes kunci sukses buka ptm ikut vaksinasi,9/5/2021,0
wongwoor,Positif,semangat ptm daring,9/5/2021,0
n00teskuas,Positif,pagi vren ptm semangat pts god luck lupa doa,9/5/2021,0
jzltlalia,Positif,semangat ptm,9/5/2021,0
abyansaa,Positif,ptm iri sedih,9/5/2021,0
MrsHerlawati,Positif,bismilah ptm kelas moga lancar teh ladya trade mark rumah vila mutiara gading blok,9/5/2021,0
aegicheetahlee,Positif,ptm alias sekolah ofline semangat,9/5/2021,0
znahoya,Positif,ih iri sesi ptm dapet matmin,9/5/2021,0
dvna0309,Positif,morning ptm semangat daring,9/5/2021,0
uriefullsun,Positif,insya ujicoba ptm moga lancar,9/5/2021,0
ramnhee,Negatif,besok ptm sy malas,9/5/2021,0
dynepato,Positif,hati senang ria gembira ptm sy semingu,9/5/2021,0
aiurssfs,Negatif,takut ptm,9/5/2021,0
nanaseyeng,Positif,ptm takut gabisa bangun pagi,9/5/2021,0
psyxchology,Positif,hem iri ptm,9/5/2021,0
archielve,Positif,kemaren ngeluh ptm umum ptm males,9/5/2021,0
thereapwr,Negatif,takut besok ptm,9/5/2021,0
adneyjeykey,Positif,neng ptm syarat syarat dadak,9/5/2021,0
jwoopuppies,Negatif,asli takut bsk ptm,9/5/2021,0
lakemoshi,Positif,semangat sekolah ptm kelas,9/5/2021,0
twintailrika,Negatif,besok ptm takut bilang ptm mama elah dek anak sosial beneran temen genk smp anak osis ketemu proker,9/5/2021,0
itsnauth,Positif,kek ptm besok,9/5/2021,0
taeythv,Positif,malam bsk ptm males neng,9/5/2021,0
bilamenang_,Positif,gasabar ptm tpi an,9/5/2021,0
HarrisRegar,Positif,tuju ptm prokes ketat sekolah tutup semetara ajar daring,9/5/2021,0
ghostreedd,Negatif,takut ptm sedih,9/5/2021,0
GeboyUncu,Positif,dukung cepat vaksinasi ajar sambut ptm batas,9/5/2021,0
Kamarikuku,Positif,songsong ptm batas cepat vaksinasi ajar,9/5/2021,0
Penyair_Berdiri,Positif,songsong ptm batas sekolah lengkap protokol sehat amp awas ekstra ketat murid murid guru siswa vaksinasi,9/5/2021,0
indirakharismap,Negatif,bsk ptm males sekolah sedih,9/5/2021,0
wooviess,Negatif,takut besok ptm,9/5/2021,0
IgeKunam,Positif,vaksinasi kovid ajar cepat jelang ptm,9/5/2021,0
geminidumps,Negatif,ajar tatap muka setor hapalan trade mark,9/5/2021,0
kimyechul,Positif,ptm semangat,9/5/2021,0
jayourjake,Negatif,semester ptm anjing males bebas cabut bolos,9/5/2021,0
Lnvbrynt,Positif,yalah dosen kepramukan cepet ptm desember,9/5/2021,0
howcutejeno,Negatif,ptm gimana,9/5/2021,0
love1yjaem,Positif,neng ptm mingu berangkat,9/5/2021,0
mogumogubunny,Positif,besok semangat sekolah ptm,9/5/2021,0
hrrajnx,Negatif,ko ngerasa ptm,9/5/2021,0
1nserttranstv,Negatif,ptm gelar,9/5/2021,0
hjoshujie,Negatif,otw ptm tenang pikir dm,9/4/2021,0
hyukafaraday,Positif,fey maf sempet up progres interac trade mark fey sibuk materi ptm ngebut rawat mama rs maf depa fey aktif,9/4/2021,0
taeriflix,Negatif,ptm tahap males gp ntar ptm,9/4/2021,0
Lullaby_96,Positif,btw peran tua sukses ptm batas lho,9/4/2021,0
dee_arif,Positif,perintah canang strategi hadap ptm batas prokes,9/4/2021,0
akunovitania,Positif,pulang sekolah kemarin raisha cerita kait kabar temenya guru ajar sekolah maklum ptm anak anak excited mudah mudah prokes,9/4/2021,0
kabarpol,Netral,satgas ptm utama sehat selamat serta didik,9/4/2021,0
7Lintas,Negatif,daerah henti ptm covid ruang lingkup sekolah,9/4/2021,0
WismaBeritaCom,Negatif,ketua dpr ri sekolah paksa ptm penuh kriteria,9/4/2021,0
clestisha,Negatif,gladi bersih anbk rabu ajar tatap muka jujur,9/4/2021,0
feftina92,Positif,ajar tatap muka moga lancar sehat,9/4/2021,0
rensungchen,Negatif,alaha ptm kasih jadwal ptm takut asli takut,9/4/2021,0
win_wiji,Positif,ptm gelar zona hijau,9/4/2021,0
cerisfamily,Positif,alhamdulilah banjarnegara turun level ptm registered copyright registered copyright,9/4/2021,0
beritairn1,Positif,semangat ptm siswa sma ikut vaksinasi masal ajar kota tangerang,9/4/2021,0
Laila_Maul,Positif,siap ptm koreksi numpuk tambah semangat ngoreksi,9/4/2021,0
iyaainicaca,Positif,asik bentar ptm fix,9/4/2021,0
alineadotid,Negatif,ancam klaster covid ptm batas,9/4/2021,0
linetoday,Positif,ribu sekolah klaster covid,9/4/2021,0
BisniscomJatim,Positif,sekolah surabaya jalan ptm,9/4/2021,0
kabartvOne,Positif,corona update timbul klaster,9/4/2021,0
GATRA_com,Positif,bosan,9/4/2021,0
n6men,Negatif,bolos ptm semingu kaga,9/3/2021,0
godohnangka1,Positif,last day ptm biologi takut pkwu bindo cerita xixi yeay mingu copyright,9/3/2021,0
bananasunpride_,Positif,ptm bulu rumah ntar tau bego putus gogle copyright,9/3/2021,0
idasan12,Positif,gimana efek ptm batas tunda rugi jangka siswa so perintah focus ngedukung ptm batas terap prokes,9/3/2021,0
FatimahAqila,Positif,tunda ptm akibat rugi jangka siswa salah sehinga perintah upaya fokus awas tingkat program ptm batas jalan lancar,9/3/2021,0
radaradapaham,Positif,selamat pagi emak emak rusuh pagi pagi coba absen maju mundur cantik anak sekolah ptm batas mingu tenang prokes,9/3/2021,0
GenJuno,Positif,presiden menkes kemendikbudristek pantau amp evaluasi ptm ptm prokes bosen anak rumah,9/3/2021,0
ndinandina,Negatif,ortu anak paud disodorin surat tuju ajar tatap muka mamak auto pusing trade mark,9/3/2021,0
ealshaddyy,Netral,ajar tatap muka ptm jakarta ptm agustus kemarin proses proses isi asesmen latih hinga tetap sk dinas didik,9/3/2021,0
BORNEONEWS,Positif,ptm batas aman,9/3/2021,0
eneiway_,Positif,ak sgt senang krna bsok dh ptm tpi ak ngrti materi,9/3/2021,0
cindyapr28,Positif,yaey ptm,9/3/2021,0
J4EHYUNG928,Positif,ptm asik,9/3/2021,0
slugabed__,Positif,crb ajar tatap muka moga lekas baik coronce ser gimana gtu mamah ngajar ful seko moga jalan sesuai atur ye,9/3/2021,0
pocarisope,Negatif,jujur ptm jam mapel bagi jam jam suruh ngerjain nilai trs ganti mapel mending pj rumah,9/3/2021,0
AstiraSyanti,Positif,tinjau vaksinasi ajar kabupaten sukoharjo,9/3/2021,0
kumparan,Negatif,sayang,9/3/2021,0
tangerangnews,Positif,temu epidemiolog dukung pemkot tangerang smp gelar ptm,9/2/2021,0
ndiievania,Positif,fakta bkn klaster ptm batas data adl lapor dr sekolah warga sekolah tular infeksi klaster ajar ptm batas prokes,9/2/2021,0
MeliEngku,Positif,ana semangat ptm batas prokes lalai disipilin,9/2/2021,0
Little_Shovya,Positif,bagus tes pengawasanya ketat moga ptm batas sukses kendala,9/2/2021,0
Munasyaroh_Fadh,Positif,fakta khalayak angka klaster ptm batas lho angka data lapor sekolah warga sekolah guru siswa perangkat sekolah tular covid,9/2/2021,0
afinyulia,Positif,fakta persentase data klaster ptm batas data sekolah lapor warga sekolah tular covid,9/2/2021,0
diantin_,Positif,dasar data tular klaster ptm batas capai satu didik fakta data komulatif juli data,9/2/2021,0
akunovitania,Positif,yup as know tunda ptm akibat rugi jangka siswa perintah fokus awas tingkat dukung program ptm batas prokes,9/2/2021,0
dekcrayon,Positif,wujud ptm batas butuh siap matang dukung tua ijin sekolah guru siswa sinergi prokes proses ptm batas,9/2/2021,0
samLeinad,Positif,ptm batas perintah strategi kendali covid kuat protokol sehat strategi deteksi surveilans prokes,9/2/2021,0
cendananews,Positif,disdik bekas pelaksanan ptm jalan aman lancar,9/2/2021,0
bicaranetwork,Negatif,ptm mts jepara henti positif,9/2/2021,0
Mzkirr,Negatif,bentar ajar tatap muka gw niat sekolah,9/2/2021,0
daunannrp,Negatif,bias ajar daring habis ajar tatap muka kaget wkwkw,9/2/2021,0
frxnysa,Positif,sekolah ofline gilir surat pernyatan tuju ptm an,9/2/2021,0
sumbawanews,Positif,presiden cepat ajar ptm,9/2/2021,0
gloowsiee,Negatif,moga ptm trade mark,9/2/2021,0
bbypwich,Negatif,mama anak ptm,9/2/2021,0
karpetgaterbang,Positif,stelah temu ambil buku nyoba ptm,9/2/2021,0
hamcharro,Positif,besok ptm ajskakskjdkdsk semangat,9/2/2021,0
radarmasnetwork,Positif,ptm banyumas jeda istirahat senang sekolah,9/2/2021,0
jaemisntyours,Negatif,ptm haduh takut,9/2/2021,0
sweetstaeberrie,Positif,daring pengin ptm ptm pkl,9/2/2021,0
Ramoti_31,Positif,perintah luas vaksinasi covid ajar tunjung ptm mantap semangat prokes,9/2/2021,0
Si_bodatt,Positif,perintah luas vaksinasi ajar tunjang ptm,9/2/2021,0
krisnaremania,Positif,luas program vaksinasi ajar perintah laksana ptm,9/2/2021,0
its_ummaaa,Positif,neng sampe merinding liat anak sekolah berangkat ptm,9/2/2021,0
J4EHYUNG928,Positif,besok ptm asik,9/2/2021,0
IK0DANE,Negatif,ptm jink,9/2/2021,0
risma_christine,Negatif,tugas guru berat bahan ajar ajar tatap muka batas hybrid learning,9/2/2021,0
alvytama,Positif,ajar tatap muka yey,9/2/2021,0
suryostories,Negatif,sekolah ada ajar tatap muka,9/2/2021,0
jungmoganteng,Positif,woy ptm,9/2/2021,0
ch0ihoona,Negatif,ptm jiwa kelas,9/2/2021,0
hnnyxbrr,Negatif,alah males bngt ptm gamau,9/2/2021,0
idxchannelcom,Positif,klaster covid sekolah,9/2/2021,0
Nien1708,Positif,komitmen bin akselerasi vaksinasi masal ajar ptm aman,9/2/2021,0
suarantbcom,Positif,apresiasi pemda tekan covid mendikbudristek tegas ptm laksana,9/1/2021,0
paisuchen,Positif,ana rumah sakit gilir ptm sakit sekolah sumber tular sakit trade mark dukung ajar tatap muka,9/1/2021,0
Ana_Ike,Positif,syukur solo kota jin ptm batas ana sekolah,9/1/2021,0
AraNiagara1,Positif,oh please stop sebar hoax info info isu covid resah masyarakat puyeng mending komit prokes vaksin lupa sukses ptm batas angsur normal lini,9/1/2021,0
ulihape,Positif,lingkung sekolah prokesnya anak anak bahagia sadar rindu sekolah terima kasih perintah izin ptm batas bljr layar bosan,9/1/2021,0
emmaasmawati2,Positif,miskonsepsi kluster sebar edar masyarakat ptm batas laku prokes lancar,9/1/2021,0
TatiSuherman,Positif,perintah metode ambil sampling tiap kota kabupaten minimal persen alokasi sesuai sekolah ptm batas camat kerjasama prokes,9/1/2021,0
dekcrayon,Positif,alas tuju ptm batas prokes ajar sekolah efektif anak tunda ptm timbul dampak jangka anak usia tk sd,9/1/2021,0
nursa1dr_,Positif,pasti perintah rencana ambil putus antisipasi terap perintah cegah tular covid sekolah sat ptm prokes,9/1/2021,0
medcom_id,Positif,wagub dki ptm timbul klaster covid,9/1/2021,0
cherizlatte,Positif,ajar sekolah tatap muka maksimal seko bngt ayah ngebolehin alah sedih bngt bngt bngt,9/1/2021,0
cremepuffpastry,Positif,adek besok ajar tatap muka iri iri,9/1/2021,0
otongabung,Positif,besok ajar tatap muka tabung temu anak didik bangku kelas,9/1/2021,0
auliaaj,Negatif,meting ajar tatap muka metingnya,9/1/2021,0
TempeKencur,Positif,ptm jalan semangat prokes ketat,9/1/2021,0
leloyio,Positif,besok ptm praktek moga lancar,9/1/2021,0
InfoTimlo,Positif,dukung ptm jokowi vaksinasi ajar masif,9/1/2021,0
Huangmakeu,Negatif,mama takut ptm guru matminya rem kmrn abis cerca,9/1/2021,0
subschfess,Positif,sch neng mingu besok ptm trivia perang puput perang hinga titik darah habis tahan tanah bal,9/1/2021,0
ngopibareng_id,Positif,semangat ajar pasuruan sekolah ptm,9/1/2021,0
redberkalteng,Positif,dewan harap sekolah sosialisasi ptm ortu murid,9/1/2021,0
republikaonline,Positif,cepat vaksinasi bas ajar proses ptm,9/1/2021,0
rizqia26,Positif,hilal ptm alhamdulilah,9/1/2021,0
MariniAryana,Positif,cepat vaksinasi ajar tujuanya siap ptm,9/1/2021,0
Hanglololo,Positif,tugas cepat vaksinasi covid utnuk ajar jelang buka ptm kondisi kondusif ajar sbelumnya,9/1/2021,0
suspender_,Positif,perintah dorong cepat vaksinasi covid ajar siap ptm,9/1/2021,0
BreckynCalel,Positif,tugas cepat vaksinasi ajar jelang buka ptm batas daerah,9/1/2021,0
aini8suhaila,Positif,vaksinasi ajar kebut siap ptm laksana,9/1/2021,0
B4S92,Positif,dorong cepat vaksinasi upaya siap ptm,9/1/2021,0
AliciousNak,Positif,pelaksanan vaksinasi cepat upaya siap ptm september,9/1/2021,0
_myanys,Positif,perintah dorong cepat vaksinasi siap ptm,9/1/2021,0
kompasiana,Positif,bijak ptm ubah ubah pasti dampak guru siswa,9/1/2021,0
Durenorenn,Positif,perintah dorong cepat vaksinasi ajar siap ptm,9/1/2021,0
krisnaremania,Positif,perintah dorong cepat vaksinasi ajar upaya siap ptm,9/1/2021,0
FurkanLennin,Positif,perintah dorong cepat vaksinasi covid ajar siap ptm,9/1/2021,0
sendalbakul1,Positif,desak cepat vaksinasi siap ptm,9/1/2021,0
winyourbaee,Positif,ptm paham materi,9/1/2021,0
chieznus,Positif,mingu ptm,9/1/2021,0
HanifahAndini96,Positif,moga protokol sehat ny laksana ketat sehinga ptm ajar proteksi lindung bkn muncul cluster trade mark,9/1/2021,0
BiruBrigade,Positif,ptm batas protokol sehat prokes lindung keluarga,9/1/2021,0
DheaAlShafa,Positif,vaksinasi ptm aman lancar,9/1/2021,0
X1W4R,Positif,moga ptm dorong prestasi ajar siswa catat jalan,9/1/2021,0
night_sandi,Positif,mari dukung ptm,9/1/2021,0
Niningadams,Positif,bismilah ptm moga manfat anak didik,9/1/2021,0
AldePetra,Positif,ptm uji coba sesuai siswa thdp prokes,9/1/2021,0
H4lloKitty_,Positif,ptm laku sesuai kondisi daerah,9/1/2021,0
AyuMeinar,Positif,salah batas ptm kelas shift,9/1/2021,0
DindaDiman4,Positif,henti ptm muncul positif kovid sekolah,9/1/2021,0
YellowWall10,Positif,ptm siap dngn paham prokes,9/1/2021,0
DheaAlShafa,Positif,ptm dngn batas atur wajib kuti selamat,9/1/2021,0
AureliaAsri,Positif,ptm boleh lupa prokes,9/1/2021,0
BellaZivon,Positif,sekolah sekolah lurah desa status zona merah daerah level level boleh terap ptm lampu hijau satgas tangan covid,9/1/2021,0
GrandTravertine,Positif,ptm pasti uji coba jalan,9/1/2021,0
AmichaiMccarthy,Positif,laku ptm wajib batas hrs dukung sarana spt ruang kelas toilet tat prokes,9/1/2021,0
Yuni_Greatia,Positif,abai prokes ptm laksana,9/1/2021,0
DewiXiva,Positif,taga dinas didik target september sekolah laksana ptm batas tambah,9/1/2021,0
RakRusak,Positif,salah sekolah kelar ptm batas sman jakarta guru tenaga didik awas sekolah orangtua siswa sarana prasarana ptm,9/1/2021,0
nibe_san,Positif,pelaksanan ptm batas laksana sesuai atur siswa kena masker terap protokol sehat ketat rumah ajar hinga pulang,9/1/2021,0
RiandyPA,Positif,ptm dengamn prokes ketat termaduk tenaga didik vaksinasi,9/1/2021,0
NkriWarta,Positif,ptm henti tingkat jmlh kovid wilayah tsb,9/1/2021,0
DewianaSaid,Positif,sekolah ptm wajib betkordinasi dngn satgas,9/1/2021,0
Mrs_Queen09,Positif,jam ajar tingkat smp ptm menit mingu,9/1/2021,0
GadisTavisha,Positif,sekolah laksana ptm batas sekolah sekolah lewat asesmen,9/1/2021,0
marceso6,Positif,ptm batas tekan risiko learning los jaga kualitas ajar anak,9/1/2021,0
mencol0t,Positif,pelaksan ptm izin wali tua siswa berat pelaksan ptm gelar,9/1/2021,0
AnandaAuli4,Positif,ptm jin timbang sikon daerah,9/1/2021,0
PelangiBu,Positif,moga positif kovid muncul ptm,9/1/2021,0
furzefirn70989,Positif,dpr ri evaluasi pelaksanan ptm batas antusiasme giat ajar tatap muka,9/1/2021,0
RelawanJKW2021,Positif,ptm henti perintah muncul positif kovid sekolah,9/1/2021,0
RIANY53,Positif,siap anak anak paham prokes sambut ptm batas,9/1/2021,0
AruanMeutia,Positif,siap ptm,9/1/2021,0
TeamPenyihir,Positif,pelaksanan ptm batas laksana sesuai atur siswa kena masker terap protokol sehat ketat rumah ajar hinga pulang,9/1/2021,0
leasooman,Positif,semangat ptm,9/1/2021,0
DindaHeira,Positif,gubernur khofifah apresiasi kesiap smkn surabaya dlam laksana ptm batas tahap,9/1/2021,0
richNugroho,Positif,waw sekolah ptm mantap moga sekolah scptmya,9/1/2021,0
charye_,Negatif,takut ptm,9/1/2021,0
m00niltae,Positif,astaghfirulah sedia ptm apa daya diri pilih xjdndn,9/1/2021,0
4lyss_,Negatif,males ptm,9/1/2021,0
PKSKabBekasi,Positif,dprd ganjar penuh target vaksinasi ajar jelang ptm batas,9/1/2021,0
urnadoyy,Positif,keren bener ptm,9/1/2021,0
srccz,Negatif,jujur ptm,9/1/2021,0
TaniaAmeliaa01,Positif,gubernur khofifah bharap ptm bs laksana naik positif covid ptm bs laksana smua jenjang didik seluiruh daerah,9/1/2021,0
jumaisy0urs,Negatif,takut ptm sedih,9/1/2021,0
megono,Negatif,uji petik swab antigen,9/1/2021,0
idxchannelcom,Negatif,ptm batas wilayah level pkm picu klaster covid sekolah,9/1/2021,0
pikiran_rakyat,Negatif,siswa lapor positif covid ptm,9/1/2021,0
jawapos,Negatif,muncul klaster provinsi,9/1/2021,0
bzueberry,Negatif,gw kuota ajar streaming kpop awokawok sekolah ptm,8/31/2021,0
leesangxeon,Negatif,yatuhan cmn perkara peta jelek suruh ptm besok rambut ijo gimana cet item ntar warnain,8/31/2021,0
gxngberriex,Positif,knp yh stiap ptm semingu rasa cepet gilir bdr copyright,8/31/2021,0
llilipo10,Positif,morning semangat daring ptm,8/31/2021,0
alhaqqonny,Positif,ptm batas alat praktik batas laksana kbm batas alat praktik batas hasil maksimal coban model ulik var gabung model ajar model,8/31/2021,0
kuma_seo,Positif,kabar siswa ajar daring rindu ptm walapun batas prokes,8/31/2021,0
cakeoaoa,Netral,sekolah ajar tatap muka tangal sept moga malu kenal kelas teman trade mark trade mark trade mark trade mark trade mark trade mark,8/31/2021,0
dilaulia3,Positif,ngeliat anak sekolah ajar tatap muka liat story ngajar liat berangkat sekolah asli ngajar huhuhu moga rejeki ngajar sekolah,8/31/2021,0
inilahkorancom,Positif,ajar tatap muka waspada long covid anak,8/31/2021,0
purplemornings2,Positif,yo cerita dikit itu ptm ajar tatap muka mapel okay sesuai jadwal but guru ingris kasih ulang hari besok jadwal ingris loh loh,8/31/2021,0
JatengOpini,Positif,ajar tatap muka ptm gubernur jawa nilai pelaksanan sekolah bagus sistem ptm sekolah beda ganjar apresiasi hati hati guru,8/31/2021,0
smartfm_mks,Positif,ptm laksana pemkot makasar gencar vaksinasi ajar,8/31/2021,0
tribunbanten,Negatif,ptm gelar puluh ajar jakarta tangerang janji tawur,8/31/2021,0
sbmptnfess,Positif,ptn semangat sender ujicoba ptm luntang lantung btw sender dorm jateng semangat,8/31/2021,0
MutiaSa98970942,Positif,kunci sukses ptm siplin prokes vaksin prokes lindung keluarga,8/31/2021,0
soursallytan,Negatif,mending ptm ribet,8/31/2021,0
arayeoow,Positif,neng ptm tugas gk trs bagi daring dipake nyicil,8/31/2021,0
Bank_Aconk,Positif,perintah ada giat vaksinasi ajar adakan kabupaten kuningan ajar sehat kuat ptm ajar aman tular virus corona semangat jalan prokes,8/31/2021,0
llavlyaa,Positif,daring ptm semangat cuks,8/31/2021,0
salsuuul,Negatif,beneran takut ptm gw,8/31/2021,0
merdekadotcom,Positif,ribu sekolah klaster covid,8/31/2021,0
Den_Mitro,Positif,cegah klaster ptm,8/31/2021,0
juang_news,Positif,ptm laku,8/31/2021,0
pikiran_rakyat,Negatif,klaster ptm purbalinga,8/31/2021,0
coiwok,Negatif,ngeri ptm stres,8/30/2021,0
TuriminVanthat,Positif,kota medan pkm level siswa sd ptm,8/30/2021,0
dariwulan23,Positif,siap lengkap aqila ajar tatap muka batas laksana mengingtkan aqila terap prokes seko,8/30/2021,0
MIRATIPRIMASARI,Positif,perintah ubah strategi hadap tular virus corona ptm sekolah aktif pemeriksan covid sisi sekolah ptm tular tingi tutup ubah ajar jarak prokes,8/30/2021,0
FatimahAqila,Positif,ptm batas salah langkah normal prokes sebar kurang senang anak anak sekolah,8/30/2021,0
hello_fika,Positif,alhamdulilah juna ptm batas pesan prokes lepas masker rajin cuci tangan sblm sentuh wajah,8/30/2021,0
suci_risalah,Positif,hepi sekolah sekolah beneran ana lulus sd kudu ajar intens siap smp ptm prokes jalam tenang,8/30/2021,0
andiniharsono,Positif,strategi lai integrasi aplikasi peduli lindung implementasi satu didik hasil statistik amp level akurasi tingi patok dlm ambil putus ptm batas inti prokes,8/30/2021,0
fania_surya,Positif,ptm batas jalan minimal rutin tes pcr siswa tenaga didik sekolah wajib prokes,8/30/2021,0
KoranMercusuar,Netral,gubernur keluar edar ptm,8/30/2021,0
yudisthirabay,Positif,neng liat berita sekolah ajar tatap muka,8/30/2021,0
RommyRoosyana,Positif,sekolah kota tasikmalaya ajar tatap muka pekan guru semangat jalan ajar tatap muka urus paruh murid ikut sekolah online,8/30/2021,0
callmeoby,Positif,berita ajar tatap muka neng moga daerah susul,8/30/2021,0
hermayazm,Positif,neng liat anak sekolah ajar tatap muka moga sehat,8/30/2021,0
justmelonn_,Positif,liat berita tv sekolah ajar tatap muka batas fix iri,8/30/2021,0
Leirzaaaa,Netral,aneh liat pikiranya negatif mulu gilir ajar daring mulu protes anak ngerti gilir tatap muka protes bilang otw pkm otw gelombang otw gabisa mikir doain,8/30/2021,0
AntoniusUn,Netral,ajar tatap muka alasanya ajar online anak anak sulit konsentrasi buka buka hilang sempat main teman sisi hati hati cegah pandemi,8/30/2021,0
Mas_udiien,Positif,moga acara jalan lancar ajar tatap muka,8/30/2021,0
KamandaSurya,Positif,ajar tatap muka harap siswa anj pulang sekolah ngumpul ngumpul sekolah gk ngadain tatap muka,8/30/2021,0
sudirmansaid,Netral,sekolah ajar tatap muka guru waspada jaga protokol sehat ketat tua lengah covid musnah,8/30/2021,0
ririz062,Positif,tdi jlan ktemu bnyak seragam brgkt sekolah alah kangen interaksi ajar tatap muka dg smoga pandemi cepet bsa ngerasain,8/30/2021,0
soopyss_,Positif,semangat daring ptm,8/30/2021,0
staristudy,Positif,bismilah moga ptm lancar,8/30/2021,0
ilmuwansoleha,Positif,ptm kelas dlu,8/30/2021,0
mbsnews_id,Positif,dukung kesiap ptm batas vaksinasi ajar cepat,8/30/2021,0
jawapos,Positif,ketua komisi dpr ptm opsi baik tekan learning los,8/30/2021,0
SINDOnews,Negatif,ptm siswa kenal interaksi cangung,8/30/2021,0
medcom_id,Positif,kemendikbudristek learning los permanen ptm,8/30/2021,0
kumparan,Positif,alhamdulilah kendala terus uji coba riza ptm sekolah,8/30/2021,0
shapintar,Positif,moga mingdep ptm iri daerah sekolah sekolah samsek,8/30/2021,0
venusblaack,Negatif,gamau ptm anjir mampus gabisa,8/30/2021,0
carolldanvers_,Positif,bayang ptm besok kangen ketemu anak anak bener,8/30/2021,0
VIVAcoid,Positif,ptm wagub dki alhamdulilah jalan,8/30/2021,0
rmoljateng,Positif,bangun komunikasi tua guru sukses pandemi,8/30/2021,0
EDITORID2,Positif,kabar gembira wagub emil dardak pasti ptm batas lamongan jalan,8/30/2021,0
mapaybandungcom,Positif,sekolah tatap muka bandung tengah september sekolah nyata ptm,8/30/2021,0
bunohoom,Negatif,males ngembalin buku males ptm males sekolah males sosial malu gapunya temen,8/30/2021,0
thedaegyu,Positif,yalah ptm,8/30/2021,0
3pilogu3__,Positif,ptm hr semangat sekolah,8/30/2021,0
medcom_id,Positif,antusiasme siswa sdn pondok kelapa pagi ikut ptm batas,8/30/2021,0
aeth_thetic,Positif,stay safe ptm,8/30/2021,0
seabryz,Positif,ptm kek,8/30/2021,0
TAEYONGbrz,Positif,ptm,8/30/2021,0
wonuniscoups,Positif,cape daring cepetan ptm gasiap pts,8/30/2021,0
_3F_,Positif,ptm moga lancar,8/30/2021,0
jeLyne_,Positif,morning mots skrg daring semangat kerjain tugas tumpuk ptm semangat jaga sehat yaw ilysm,8/30/2021,0
bbyjjhnyt,Positif,pagi selamat daring ptm mots,8/30/2021,0
lunarstudy,Positif,semangat ptm lupa prokesnya tetep jalan jaga sehat,8/30/2021,0
kimochioshi,Positif,sekolah ofline yalah ptm dapet uang saku hahahahahaha,8/30/2021,0
AnitaFivi,Positif,pemprov jatim cepat vaksinasi dukung butuh cepat ptm batas tahap salah vaksinasi masal smp smk islam krembung kab sidoarjo,8/30/2021,0
AsihNasha,Positif,protokol sehat tingi jatim jalan ptm,8/30/2021,0
dlflrma,Negatif,flis males ptm sekolah,8/30/2021,0
